code,name,url,type,manager,company
4379,040001,华安创新,http://fund.eastmoney.com/040001.html,混合型,廖发达,华安基金
4382,040004,华安宝利配置,http://fund.eastmoney.com/040004.html,混合型,刘伟亭,华安基金
4383,040005,华安宏利混合,http://fund.eastmoney.com/040005.html,混合型,王春,华安基金
4384,040007,华安中小盘成长混合,http://fund.eastmoney.com/040007.html,混合型,吴丰树,华安基金
4385,040008,华安策略优选混合,http://fund.eastmoney.com/040008.html,混合型,杨明,华安基金
4388,040011,华安核心优选混合,http://fund.eastmoney.com/040011.html,混合型,杨鑫鑫,华安基金
4391,040015,华安动态灵活配置,http://fund.eastmoney.com/040015.html,混合型,蒋璆,华安基金
4392,040016,华安行业轮动混合,http://fund.eastmoney.com/040016.html,混合型,吴丰树,华安基金
4395,040020,华安升级主题混合,http://fund.eastmoney.com/040020.html,混合型,饶晓鹏,华安基金
4399,040025,华安科技动力混合,http://fund.eastmoney.com/040025.html,混合型,谢振东,华安基金
4407,040035,华安逆向策略混合,http://fund.eastmoney.com/040035.html,混合型,崔莹,华安基金
4421,050001,博时价值增长,http://fund.eastmoney.com/050001.html,混合型,周志超,博时基金
4424,050004,博时精选混合A,http://fund.eastmoney.com/050004.html,混合型,李权胜,博时基金
4426,050007,博时平衡配置,http://fund.eastmoney.com/050007.html,混合型,张李陵,博时基金
4427,050008,博时第三产业混合,http://fund.eastmoney.com/050008.html,混合型,苏永超,博时基金
4428,050009,博时新兴成长混合,http://fund.eastmoney.com/050009.html,混合型,曾鹏,博时基金
4429,050010,博时特许价值混合A,http://fund.eastmoney.com/050010.html,混合型,黄瑞庆,博时基金
4431,050012,博时策略配置,http://fund.eastmoney.com/050012.html,混合型,孙少锋,博时基金
4433,050014,博时创业成长混合A,http://fund.eastmoney.com/050014.html,混合型,韩茂华,博时基金
4436,050018,博时行业轮动混合,http://fund.eastmoney.com/050018.html,混合型,陈雷,博时基金
4440,050022,博时回报灵活配置,http://fund.eastmoney.com/050022.html,混合型,尹哲,博时基金
4444,050026,博时医疗保健行业混合A,http://fund.eastmoney.com/050026.html,混合型,苏永超,博时基金
4447,050029,博时新机遇混合A,http://fund.eastmoney.com/050029.html,混合型,过钧,博时基金
4455,050201,博时价值增长二号,http://fund.eastmoney.com/050201.html,混合型,周志超,博时基金
4458,070001,嘉实成长收益混合A,http://fund.eastmoney.com/070001.html,混合型,邵秋涛,嘉实基金
4459,070002,嘉实增长,http://fund.eastmoney.com/070002.html,混合型,刘美玲,嘉实基金
4460,070003,嘉实稳健,http://fund.eastmoney.com/070003.html,混合型,翟琳琳,嘉实基金
4462,070006,嘉实服务增值行业,http://fund.eastmoney.com/070006.html,混合型,焦云,嘉实基金
4465,070010,嘉实主题精选,http://fund.eastmoney.com/070010.html,混合型,邹唯,嘉实基金
4466,070011,嘉实策略增长,http://fund.eastmoney.com/070011.html,混合型,谢泽林,嘉实基金
4468,070013,嘉实研究精选混合A,http://fund.eastmoney.com/070013.html,混合型,陈少平,嘉实基金
4471,070017,嘉实量化阿尔法混合,http://fund.eastmoney.com/070017.html,混合型,张自力,嘉实基金
4472,070018,嘉实回报,http://fund.eastmoney.com/070018.html,混合型,常蓁,嘉实基金
4473,070019,嘉实价值优势混合,http://fund.eastmoney.com/070019.html,混合型,翟琳琳,嘉实基金
4475,070021,嘉实主题新动力混合,http://fund.eastmoney.com/070021.html,混合型,齐海滔,嘉实基金
4476,070022,嘉实领先成长混合,http://fund.eastmoney.com/070022.html,混合型,邵秋涛,嘉实基金
4480,070027,嘉实周期优选混合,http://fund.eastmoney.com/070027.html,混合型,郭东谋,嘉实基金
4485,070032,嘉实优化红利混合,http://fund.eastmoney.com/070032.html,混合型,季文华,嘉实基金
4492,070099,嘉实优质企业混合,http://fund.eastmoney.com/070099.html,混合型,胡涛,嘉实基金
4493,080001,长盛成长价值,http://fund.eastmoney.com/080001.html,混合型,冯雨生,长盛基金
4494,080002,长盛创新先锋,http://fund.eastmoney.com/080002.html,混合型,赵宏宇,长盛基金
4496,080005,长盛量化红利混合,http://fund.eastmoney.com/080005.html,混合型,王超,长盛基金
4498,080007,长盛同鑫行业配置混合,http://fund.eastmoney.com/080007.html,混合型,冯雨生,长盛基金
4499,080008,长盛战略新兴产业混合A,http://fund.eastmoney.com/080008.html,混合型,冯雨生,长盛基金
4503,080012,长盛电子信息产业混合,http://fund.eastmoney.com/080012.html,混合型,赵楠,长盛基金
4504,080015,长盛中小盘精选混合,http://fund.eastmoney.com/080015.html,混合型,王超,长盛基金
4505,090001,大成价值增长,http://fund.eastmoney.com/090001.html,混合型,杨挺,大成基金
4507,090003,大成蓝筹稳健,http://fund.eastmoney.com/090003.html,混合型,侯春燕,大成基金
4508,090004,大成精选增值,http://fund.eastmoney.com/090004.html,混合型,李博,大成基金
4510,090006,大成2020生命周期,http://fund.eastmoney.com/090006.html,混合型,周德昕,大成基金
4511,090007,大成策略回报混合,http://fund.eastmoney.com/090007.html,混合型,徐彦,大成基金
4513,090009,大成行业轮动混合,http://fund.eastmoney.com/090009.html,混合型,王磊,大成基金
4515,090011,大成核心双动力混合,http://fund.eastmoney.com/090011.html,混合型,张钟玉,大成基金
4517,090013,大成竞争优势混合,http://fund.eastmoney.com/090013.html,混合型,徐彦,大成基金
4518,090015,大成内需增长混合,http://fund.eastmoney.com/090015.html,混合型,李本刚,大成基金
4519,090016,大成消费主题混合,http://fund.eastmoney.com/090016.html,混合型,侯春燕,大成基金
4521,090018,大成新锐产业混合,http://fund.eastmoney.com/090018.html,混合型,周德昕,大成基金
4523,090020,大成健康产业混合,http://fund.eastmoney.com/090020.html,混合型,杨挺,大成基金
4533,100016,富国天源沪港深平衡混合,http://fund.eastmoney.com/100016.html,混合型,曹晋,富国基金
4535,100020,富国天益价值混合,http://fund.eastmoney.com/100020.html,混合型,李晓铭,富国基金
4536,100022,富国天瑞强势,http://fund.eastmoney.com/100022.html,混合型,厉叶淼,富国基金
4538,100026,富国天合稳健优选混合,http://fund.eastmoney.com/100026.html,混合型,汪鸣,富国基金
4540,100029,富国天成红利,http://fund.eastmoney.com/100029.html,混合型,于江勇,富国基金
4545,100039,富国通胀通缩主题轮动混合,http://fund.eastmoney.com/100039.html,混合型,易智泉,富国基金
4550,100056,富国低碳环保混合,http://fund.eastmoney.com/100056.html,混合型,魏伟,富国基金
4552,100060,富国高新技术产业混合,http://fund.eastmoney.com/100060.html,混合型,李元博,富国基金
4557,110001,易方达平稳增长,http://fund.eastmoney.com/110001.html,混合型,陈皓,易方达基金
4558,110002,易方达策略成长,http://fund.eastmoney.com/110002.html,混合型,武阳,易方达基金
4560,110005,易方达积极成长,http://fund.eastmoney.com/110005.html,混合型,王超,易方达基金
4564,110009,易方达价值精选混合,http://fund.eastmoney.com/110009.html,混合型,郑希,易方达基金
4565,110010,易方达价值成长混合A,http://fund.eastmoney.com/110010.html,混合型,王义克,易方达基金
4566,110011,易方达中小盘混合,http://fund.eastmoney.com/110011.html,混合型,张坤,易方达基金
4567,110012,易方达科汇灵活配置,http://fund.eastmoney.com/110012.html,混合型,林高榜,易方达基金
4568,110013,易方达科翔混合,http://fund.eastmoney.com/110013.html,混合型,陈皓,易方达基金
4569,110015,易方达行业领先混合,http://fund.eastmoney.com/110015.html,混合型,冯波,易方达基金
4577,110023,易方达医疗保健行业混合,http://fund.eastmoney.com/110023.html,混合型,杨桢霄,易方达基金
4578,110025,易方达资源行业混合,http://fund.eastmoney.com/110025.html,混合型,王超,易方达基金
4582,110029,易方达科讯混合,http://fund.eastmoney.com/110029.html,混合型,宋昆,易方达基金
4595,112002,易方达策略成长二号,http://fund.eastmoney.com/112002.html,混合型,梁裕宁,易方达基金
4598,121001,国投瑞银融华债券,http://fund.eastmoney.com/121001.html,混合型,杨冬冬,国投瑞银基金
4599,121002,国投瑞银景气行业混合,http://fund.eastmoney.com/121002.html,混合型,伍智勇,国投瑞银基金
4600,121003,国投瑞银核心企业混合,http://fund.eastmoney.com/121003.html,混合型,于雷,国投瑞银基金
4601,121005,国投瑞银创新动力混合,http://fund.eastmoney.com/121005.html,混合型,董晗,国投瑞银基金
4602,121006,国投瑞银稳健增长,http://fund.eastmoney.com/121006.html,混合型,孙文龙,国投瑞银基金
4603,121008,国投瑞银成长优选混合,http://fund.eastmoney.com/121008.html,混合型,綦缚鹏,国投瑞银基金
4665,150103,银河银泰理财,http://fund.eastmoney.com/150103.html,混合型,张杨,银河基金
4857,150968,银河研究精选混合,http://fund.eastmoney.com/150968.html,混合型,神玉飞,银河基金
4860,151001,银河稳健,http://fund.eastmoney.com/151001.html,混合型,钱睿南,银河基金
4918,160105,南方积极配置混合(LOF),http://fund.eastmoney.com/160105.html,混合型,蔡望鹏,南方基金
4919,160106,南方高增长混合(LOF),http://fund.eastmoney.com/160106.html,混合型,张原,南方基金
4940,160211,国泰中小盘成长混合(LOF,http://fund.eastmoney.com/160211.html,混合型,杨飞,国泰基金
4941,160212,国泰估值优势混合(LOF),http://fund.eastmoney.com/160212.html,混合型,杨飞,国泰基金
4943,160215,国泰价值经典混合(LOF),http://fund.eastmoney.com/160215.html,混合型,周伟锋,国泰基金
4948,160220,国泰民益混合(LOF)A,http://fund.eastmoney.com/160220.html,混合型,樊利安,国泰基金
4954,160226,国泰民益混合(LOF)C,http://fund.eastmoney.com/160226.html,混合型,樊利安,国泰基金
4955,160311,华夏蓝筹,http://fund.eastmoney.com/160311.html,混合型,王怡欢,华夏基金
4956,160314,华夏行业混合(LOF),http://fund.eastmoney.com/160314.html,混合型,孙彬,华夏基金
4958,160323,华夏磐泰定开混合(LOF),http://fund.eastmoney.com/160323.html,混合型,张城源,华夏基金
4959,160324,华夏磐晟定开混合(LOF),http://fund.eastmoney.com/160324.html,混合型,张城源,华夏基金
4967,160505,博时主题行业混合(LOF),http://fund.eastmoney.com/160505.html,混合型,王俊,博时基金
4968,160512,博时卓越品牌混合(LOF),http://fund.eastmoney.com/160512.html,混合型,周志超,博时基金
4974,160518,博时睿远,http://fund.eastmoney.com/160518.html,混合型,陈鹏扬,博时基金
4975,160519,博时睿利定增,http://fund.eastmoney.com/160519.html,混合型,陈鹏扬,博时基金
4976,160520,博时弘盈定期开放混合A,http://fund.eastmoney.com/160520.html,混合型,陈鹏扬,博时基金
4977,160521,博时弘盈定期开放混合C,http://fund.eastmoney.com/160521.html,混合型,陈鹏扬,博时基金
4978,160522,博时睿益,http://fund.eastmoney.com/160522.html,混合型,陈鹏扬,博时基金
4980,160524,博时弘泰混合,http://fund.eastmoney.com/160524.html,混合型,陈鹏扬,博时基金
4981,160525,博时睿丰定开混合,http://fund.eastmoney.com/160525.html,混合型,陈鹏扬,博时基金
4983,160603,鹏华普天收益,http://fund.eastmoney.com/160603.html,混合型,蒋鑫,鹏华基金
4984,160605,鹏华中国50,http://fund.eastmoney.com/160605.html,混合型,王宗合,鹏华基金
4986,160607,鹏华价值优势混合(LOF),http://fund.eastmoney.com/160607.html,混合型,谢书英,鹏华基金
4989,160610,鹏华动力增长,http://fund.eastmoney.com/160610.html,混合型,郑川江,鹏华基金
4990,160611,鹏华优质治理混合(LOF),http://fund.eastmoney.com/160611.html,混合型,郑川江,鹏华基金
4992,160613,鹏华盛世创新混合(LOF),http://fund.eastmoney.com/160613.html,混合型,伍旋,鹏华基金
5000,160624,鹏华消费领先混合,http://fund.eastmoney.com/160624.html,混合型,蒋鑫,鹏华基金
5003,160627,鹏华策略优选混合,http://fund.eastmoney.com/160627.html,混合型,袁航,鹏华基金
5017,160642,鹏华增瑞混合,http://fund.eastmoney.com/160642.html,混合型,谢书英,鹏华基金
5026,160722,嘉实惠泽定增混合,http://fund.eastmoney.com/160722.html,混合型,柏重波,嘉实基金
5028,160805,长盛同智优势,http://fund.eastmoney.com/160805.html,混合型,王超,长盛基金
5034,160812,长盛同益成长回报,http://fund.eastmoney.com/160812.html,混合型,乔培涛,长盛基金
5035,160813,长盛同盛成长优选,http://fund.eastmoney.com/160813.html,混合型,吴博文,长盛基金
5037,160910,大成创新成长混合,http://fund.eastmoney.com/160910.html,混合型,刘旭,大成基金
5039,160916,大成优选混合(LOF),http://fund.eastmoney.com/160916.html,混合型,戴军,大成基金
5040,160918,大成中小盘混合(LOF),http://fund.eastmoney.com/160918.html,混合型,魏庆国,大成基金
5042,160921,大成定增灵活配置混合,http://fund.eastmoney.com/160921.html,混合型,戴军,大成基金
5046,161005,富国天惠成长混合A,http://fund.eastmoney.com/161005.html,混合型,朱少醒,富国基金
5066,161038,富国新兴成长量化精选混合,http://fund.eastmoney.com/161038.html,混合型,张圣贤,富国基金
5089,161219,国投瑞银新兴产业,http://fund.eastmoney.com/161219.html,混合型,孙文龙,国投瑞银基金
5091,161222,国投瑞银瑞利混合(LOF),http://fund.eastmoney.com/161222.html,混合型,綦缚鹏,国投瑞银基金
5093,161224,国投瑞银新丝路混合(LOF,http://fund.eastmoney.com/161224.html,混合型,王鹏,国投瑞银基金
5094,161225,国投瑞银瑞盈混合(LOF),http://fund.eastmoney.com/161225.html,混合型,杨冬冬,国投瑞银基金
5095,161226,国投瑞银白银期货(LOF),http://fund.eastmoney.com/161226.html,混合型,赵建,国投瑞银基金
5100,161232,国投瑞银瑞盛混合,http://fund.eastmoney.com/161232.html,混合型,杨冬冬,国投瑞银基金
5101,161233,国投瑞银瑞泰定增混合,http://fund.eastmoney.com/161233.html,混合型,杨冬冬,国投瑞银基金
5105,161601,融通新蓝筹,http://fund.eastmoney.com/161601.html,混合型,何龙,融通基金
5108,161605,融通蓝筹成长,http://fund.eastmoney.com/161605.html,混合型,薛冀颖,融通基金
5109,161606,融通行业景气,http://fund.eastmoney.com/161606.html,混合型,邹曦,融通基金
5112,161609,融通动力先锋混合,http://fund.eastmoney.com/161609.html,混合型,朱丹,融通基金
5113,161610,融通领先成长混合(LOF),http://fund.eastmoney.com/161610.html,混合型,伍文友,融通基金
5114,161611,融通内需驱动混合,http://fund.eastmoney.com/161611.html,混合型,林清源,融通基金
5119,161616,融通医疗保健行业混合,http://fund.eastmoney.com/161616.html,混合型,万民远,融通基金
5134,161706,招商优质成长混合(LOF),http://fund.eastmoney.com/161706.html,混合型,付斌,招商基金
5143,161722,招商丰泰混合(LOF),http://fund.eastmoney.com/161722.html,混合型,王刚,招商基金
5148,161727,招商增荣混合,http://fund.eastmoney.com/161727.html,混合型,姚飞军,招商基金
5149,161810,银华内需精选混合(LOF),http://fund.eastmoney.com/161810.html,混合型,刘辉,银华基金
5155,161818,银华消费分级混合,http://fund.eastmoney.com/161818.html,混合型,周思聪,银华基金
5163,161834,银华鑫锐定增灵活配置混合,http://fund.eastmoney.com/161834.html,混合型,王鑫钢,银华基金
5164,161835,银华惠丰定开混合,http://fund.eastmoney.com/161835.html,混合型,王鑫钢,银华基金
5166,161903,万家行业优选混合(LOF),http://fund.eastmoney.com/161903.html,混合型,孙远慧,万家基金
5171,162006,长城久富混合(LOF),http://fund.eastmoney.com/162006.html,混合型,何以广,长城基金
5173,162102,金鹰中小盘精选,http://fund.eastmoney.com/162102.html,混合型,于利强,金鹰基金
5177,162201,泰达宏利成长混合,http://fund.eastmoney.com/162201.html,混合型,周琦凯,泰达宏利基金
5178,162202,泰达宏利周期混合,http://fund.eastmoney.com/162202.html,混合型,赖庆鑫,泰达宏利基金
5179,162203,泰达宏利稳定混合,http://fund.eastmoney.com/162203.html,混合型,庄腾飞,泰达宏利基金
5180,162204,泰达宏利行业混合,http://fund.eastmoney.com/162204.html,混合型,陈丹琳,泰达宏利基金
5181,162205,泰达宏利风险预算混合,http://fund.eastmoney.com/162205.html,混合型,刘欣,泰达宏利基金
5183,162207,泰达宏利效率优选混合,http://fund.eastmoney.com/162207.html,混合型,吴华,泰达宏利基金
5185,162209,泰达宏利市值优选混合,http://fund.eastmoney.com/162209.html,混合型,李坤元,泰达宏利基金
5187,162211,泰达宏利品质生活混合,http://fund.eastmoney.com/162211.html,混合型,杨超,泰达宏利基金
5188,162212,泰达宏利红利先锋混合,http://fund.eastmoney.com/162212.html,混合型,邓艺颖,泰达宏利基金
5190,162214,泰达宏利领先中小盘混合,http://fund.eastmoney.com/162214.html,混合型,庄腾飞,泰达宏利基金
5198,162414,华宝新机遇混合(LOF)A,http://fund.eastmoney.com/162414.html,混合型,李栋梁,华宝基金
5203,162605,景顺长城鼎益混合(LOF),http://fund.eastmoney.com/162605.html,混合型,刘彦春,景顺长城基金
5204,162607,景顺长城资源垄断混合,http://fund.eastmoney.com/162607.html,混合型,杨锐文,景顺长城基金
5205,162703,广发小盘成长混合(LOF),http://fund.eastmoney.com/162703.html,混合型,刘格菘,广发基金
5211,162717,广发睿吉定增混合,http://fund.eastmoney.com/162717.html,混合型,王小罡,广发基金
5212,162718,广发鑫瑞混合,http://fund.eastmoney.com/162718.html,混合型,王小罡,广发基金
5215,163001,长信医疗保健混合(LOF),http://fund.eastmoney.com/163001.html,混合型,左金保,长信基金
5234,163302,大摩资源优选混合(LOF),http://fund.eastmoney.com/163302.html,混合型,徐达,摩根士丹利华鑫基金
5235,163402,兴全趋势投资混合(LOF),http://fund.eastmoney.com/163402.html,混合型,董承非,兴全基金
5236,163406,兴全合润分级混合,http://fund.eastmoney.com/163406.html,混合型,谢治宇,兴全基金
5238,163409,兴全绿色投资混合(LOF),http://fund.eastmoney.com/163409.html,混合型,邹欣,兴全基金
5239,163411,兴全精选混合,http://fund.eastmoney.com/163411.html,混合型,陈宇,兴全基金
5240,163412,兴全轻资产混合(LOF),http://fund.eastmoney.com/163412.html,混合型,谢治宇,兴全基金
5241,163415,兴全商业模式优选混合,http://fund.eastmoney.com/163415.html,混合型,吴圣涛,兴全基金
5242,163503,天治核心成长混合(LOF),http://fund.eastmoney.com/163503.html,混合型,许家涵,天治基金
5243,163801,中银中国精选,http://fund.eastmoney.com/163801.html,混合型,陈军,中银基金
5245,163803,中银持续增长混合A,http://fund.eastmoney.com/163803.html,混合型,辜岚,中银基金
5246,163804,中银收益混合A,http://fund.eastmoney.com/163804.html,混合型,陈军,中银基金
5247,163805,中银策略混合,http://fund.eastmoney.com/163805.html,混合型,邬炜,中银基金
5249,163807,中银行业优选,http://fund.eastmoney.com/163807.html,混合型,王伟,中银基金
5251,163809,中银蓝筹精选,http://fund.eastmoney.com/163809.html,混合型,王帅,中银基金
5252,163810,中银价值精选,http://fund.eastmoney.com/163810.html,混合型,邬炜,中银基金
5258,163818,中银中小盘成长混合,http://fund.eastmoney.com/163818.html,混合型,王伟,中银基金
5262,163822,中银主题策略混合,http://fund.eastmoney.com/163822.html,混合型,史彬,中银基金
5280,164403,前海开源沪港深农业混合,http://fund.eastmoney.com/164403.html,混合型,柯海东,前海开源基金
5310,165313,建信优势动力混合(LOF),http://fund.eastmoney.com/165313.html,混合型,姜锋,建信基金
5313,165317,建信丰裕定增灵活配置混合,http://fund.eastmoney.com/165317.html,混合型,吴尚伟,建信基金
5314,165508,信诚深度价值混合(LOF),http://fund.eastmoney.com/165508.html,混合型,郑伟,信诚基金
5318,165512,信诚新机遇混合(LOF),http://fund.eastmoney.com/165512.html,混合型,吴昊,信诚基金
5321,165516,信诚周期轮动混合(LOF),http://fund.eastmoney.com/165516.html,混合型,张光成,信诚基金
5330,165526,信诚新旺混合(LOF)A,http://fund.eastmoney.com/165526.html,混合型,提云涛,信诚基金
5331,165527,信诚新旺混合(LOF)C,http://fund.eastmoney.com/165527.html,混合型,提云涛,信诚基金
5332,165528,信诚鼎利定增,http://fund.eastmoney.com/165528.html,混合型,殷孝东,信诚基金
5334,165531,信诚多策略灵活配置混合,http://fund.eastmoney.com/165531.html,混合型,殷孝东,信诚基金
5335,165532,信诚鼎泰多策略混合,http://fund.eastmoney.com/165532.html,混合型,殷孝东,信诚基金
5341,166001,中欧新趋势混合(LOF)A,http://fund.eastmoney.com/166001.html,混合型,周蔚文,中欧基金
5342,166002,中欧新蓝筹混合A,http://fund.eastmoney.com/166002.html,混合型,周蔚文,中欧基金
5345,166005,中欧价值发现混合A,http://fund.eastmoney.com/166005.html,混合型,曹名长,中欧基金
5346,166006,中欧行业成长混合(LOF),http://fund.eastmoney.com/166006.html,混合型,李欣,中欧基金
5349,166009,中欧新动力混合(LOF)A,http://fund.eastmoney.com/166009.html,混合型,王健,中欧基金
5351,166011,中欧盛世成长混合(LOF),http://fund.eastmoney.com/166011.html,混合型,魏博,中欧基金
5356,166019,中欧价值智选混合A,http://fund.eastmoney.com/166019.html,混合型,吴鹏飞,中欧基金
5357,166020,中欧成长优选混合A,http://fund.eastmoney.com/166020.html,混合型,庄波,中欧基金
5360,166023,中欧瑞丰灵活配置混合A,http://fund.eastmoney.com/166023.html,混合型,周蔚文,中欧基金
5364,166801,浙商聚潮新思维,http://fund.eastmoney.com/166801.html,混合型,倪权生,浙商基金
5370,167001,平安大华鼎泰混合,http://fund.eastmoney.com/167001.html,混合型,刘俊廷,平安大华基金
5371,167002,平安大华鼎越定开混合,http://fund.eastmoney.com/167002.html,混合型,刘俊廷,平安大华基金
5372,167003,平安大华鼎弘混合,http://fund.eastmoney.com/167003.html,混合型,刘俊廷,平安大华基金
5373,167004,平安大华鼎沣定开混合,http://fund.eastmoney.com/167004.html,混合型,刘俊廷,平安大华基金
5383,168002,国寿安保策略精选,http://fund.eastmoney.com/168002.html,混合型,吴坚,国寿安保基金
5384,168101,九泰锐智定增混合,http://fund.eastmoney.com/168101.html,混合型,刘开运,九泰基金
5385,168102,九泰锐富事件驱动混合,http://fund.eastmoney.com/168102.html,混合型,刘开运,九泰基金
5386,168103,九泰锐益定增混合,http://fund.eastmoney.com/168103.html,混合型,刘开运,九泰基金
5387,168104,九泰锐丰定增混合,http://fund.eastmoney.com/168104.html,混合型,刘开运,九泰基金
5388,168105,九泰泰富定增混合,http://fund.eastmoney.com/168105.html,混合型,徐占杰,九泰基金
5389,168106,九泰锐华定增混合A,http://fund.eastmoney.com/168106.html,混合型,刘开运,九泰基金
5390,168107,九泰锐华定增混合C,http://fund.eastmoney.com/168107.html,混合型,刘开运,九泰基金
5391,168108,九泰锐诚定增混合,http://fund.eastmoney.com/168108.html,混合型,刘开运,九泰基金
5396,168301,东海祥龙定增混合,http://fund.eastmoney.com/168301.html,混合型,胡德军,东海基金
5397,168401,红土创新定增灵活配置混合,http://fund.eastmoney.com/168401.html,混合型,丁硕,红土创新基金
5398,168501,北信瑞丰产业升级,http://fund.eastmoney.com/168501.html,混合型,吴洋,北信瑞丰
5399,169101,东方红睿丰混合,http://fund.eastmoney.com/169101.html,混合型,林鹏,上海东方证券资产管理
5400,169102,东方红睿阳混合,http://fund.eastmoney.com/169102.html,混合型,林鹏,上海东方证券资产管理
5401,169103,东方红睿轩沪港深混合,http://fund.eastmoney.com/169103.html,混合型,刚登峰,上海东方证券资产管理
5402,169104,东方红睿满沪港深混合,http://fund.eastmoney.com/169104.html,混合型,周云,上海东方证券资产管理
5403,169105,东方红睿华沪港深混合,http://fund.eastmoney.com/169105.html,混合型,林鹏,上海东方证券资产管理
5404,169201,浙商汇金鼎盈定增灵活配置混,http://fund.eastmoney.com/169201.html,混合型,赵语涛,浙商证券资管
5405,180001,银华优势企业,http://fund.eastmoney.com/180001.html,混合型,王鑫钢,银华基金
5410,180010,银华优质增长混合,http://fund.eastmoney.com/180010.html,混合型,贲兴振,银华基金
5411,180012,银华富裕主题混合,http://fund.eastmoney.com/180012.html,混合型,周可彦,银华基金
5412,180013,银华领先策略混合,http://fund.eastmoney.com/180013.html,混合型,倪明,银华基金
5414,180018,银华和谐主题,http://fund.eastmoney.com/180018.html,混合型,周可彦,银华基金
5415,180020,银华成长先锋,http://fund.eastmoney.com/180020.html,混合型,王鑫钢,银华基金
5418,180028,银华永祥灵活配置混合,http://fund.eastmoney.com/180028.html,混合型,贾鹏,银华基金
5421,180031,银华中小盘混合,http://fund.eastmoney.com/180031.html,混合型,李晓星,银华基金
5424,184801,鹏华前海万科REITS,http://fund.eastmoney.com/184801.html,混合型,尤柏年,鹏华基金
5425,200001,长城久恒灵活配置混合,http://fund.eastmoney.com/200001.html,混合型,储雯玉,长城基金
5428,200006,长城消费增值混合,http://fund.eastmoney.com/200006.html,混合型,郑帮强,长城基金
5429,200007,长城安心回报混合,http://fund.eastmoney.com/200007.html,混合型,何以广,长城基金
5430,200008,长城品牌优选混合,http://fund.eastmoney.com/200008.html,混合型,杨建华,长城基金
5432,200010,长城双动力混合,http://fund.eastmoney.com/200010.html,混合型,赵波,长城基金
5433,200011,长城景气行业龙头,http://fund.eastmoney.com/200011.html,混合型,赵波,长城基金
5434,200012,长城中小盘成长混合,http://fund.eastmoney.com/200012.html,混合型,何以广,长城基金
5436,200015,长城优化升级混合,http://fund.eastmoney.com/200015.html,混合型,郑帮强,长城基金
5440,202001,南方稳健成长,http://fund.eastmoney.com/202001.html,混合型,应帅,南方基金
5441,202002,南方稳健成长贰号,http://fund.eastmoney.com/202002.html,混合型,应帅,南方基金
5442,202003,南方绩优成长混合,http://fund.eastmoney.com/202003.html,混合型,史博,南方基金
5443,202005,南方成份精选混合,http://fund.eastmoney.com/202005.html,混合型,张原,南方基金
5444,202007,南方隆元产业主题混合,http://fund.eastmoney.com/202007.html,混合型,蒋秋洁,南方基金
5445,202009,南方盛元红利混合,http://fund.eastmoney.com/202009.html,混合型,张旭,南方基金
5446,202011,南方优选价值混合A,http://fund.eastmoney.com/202011.html,混合型,骆帅,南方基金
5449,202019,南方策略优化混合,http://fund.eastmoney.com/202019.html,混合型,雷俊,南方基金
5451,202023,南方优选成长,http://fund.eastmoney.com/202023.html,混合型,骆帅,南方基金
5453,202027,南方高端装备灵活配置混合,http://fund.eastmoney.com/202027.html,混合型,骆帅,南方基金
5463,202212,南方平衡配置混合,http://fund.eastmoney.com/202212.html,混合型,黄春逢,南方基金
5474,206001,鹏华弘泰A,http://fund.eastmoney.com/206001.html,混合型,祝松,鹏华基金
5475,206002,鹏华精选成长混合,http://fund.eastmoney.com/206002.html,混合型,张清华,鹏华基金
5480,206007,鹏华消费优选混合,http://fund.eastmoney.com/206007.html,混合型,王宗合,鹏华基金
5482,206009,鹏华新兴产业混合,http://fund.eastmoney.com/206009.html,混合型,梁浩,鹏华基金
5489,210001,金鹰成份优选,http://fund.eastmoney.com/210001.html,混合型,王喆,金鹰基金
5490,210002,金鹰红利价值,http://fund.eastmoney.com/210002.html,混合型,王喆,金鹰基金
5491,210003,金鹰行业优势混合,http://fund.eastmoney.com/210003.html,混合型,倪超,金鹰基金
5492,210004,金鹰稳健成长混合,http://fund.eastmoney.com/210004.html,混合型,陈颖,金鹰基金
5493,210005,金鹰主题优势混合,http://fund.eastmoney.com/210005.html,混合型,陈立,金鹰基金
5494,210006,金鹰元禧混合A,http://fund.eastmoney.com/210006.html,混合型,倪超,金鹰基金
5495,210007,金鹰技术领先灵活配置混合A,http://fund.eastmoney.com/210007.html,混合型,王喆,金鹰基金
5496,210008,金鹰策略配置混合,http://fund.eastmoney.com/210008.html,混合型,陈颖,金鹰基金
5497,210009,金鹰核心资源混合,http://fund.eastmoney.com/210009.html,混合型,冼鸿鹏,金鹰基金
5498,210010,金鹰灵活配置混合A,http://fund.eastmoney.com/210010.html,混合型,刘丽娟,金鹰基金
5499,210011,金鹰灵活配置混合C,http://fund.eastmoney.com/210011.html,混合型,刘丽娟,金鹰基金
5503,213001,宝盈鸿利收益灵活配置混合,http://fund.eastmoney.com/213001.html,混合型,李进,宝盈基金
5504,213002,宝盈泛沿海增长混合,http://fund.eastmoney.com/213002.html,混合型,盖俊龙,宝盈基金
5505,213003,宝盈策略增长混合,http://fund.eastmoney.com/213003.html,混合型,李进,宝盈基金
5506,213006,宝盈核心优势混合A,http://fund.eastmoney.com/213006.html,混合型,李健伟,宝盈基金
