code,return,beta,alpha,r_squared,std,up_days,max_rate,min_rate
000121,0.0639840894797,0.159334121078,0.0347431540635,52.2599410481,0.177054467256,211,0.78,-0.66
000124,-0.13423985996,1.76352810637,-0.155838447137,90.2735059862,1.49102453006,216,4.94,-8.59
000125,0.0385454780313,0.057543417049,0.00881961372565,24.8737134224,0.0926846666002,138,0.39,-0.5
000127,0.0894737614067,1.61645216257,0.067174507359,82.7387961993,1.42754831338,242,5.3,-7.8
000136,0.0252016641864,1.44900671105,0.00210470333807,85.8411486923,1.25633423446,238,4.4,-7.47
000165,0.0604192592439,0.835094287187,0.0343976318186,81.3090635034,0.743958295662,239,3.05,-4.57
000166,0.0237732122979,0.0387276320675,-0.00604229003322,13.3344896749,0.0851952342785,85,0.52,-0.33
000167,-0.0359103101509,1.54936950246,-0.0585291446571,76.7519311814,1.42066900303,232,4.31,-8.18
000172,0.126018702164,1.28861617273,0.102157643981,83.8138481839,1.13070221962,235,4.79,-6.56
000173,0.0294678851739,1.59909402174,0.00708593728863,90.9704549244,1.34681012918,239,4.4,-7.76
000178,0.0793441889445,0.0558528566698,0.0496102708428,3.39197344179,0.243613710504,238,4.31,-0.85
000190,0.0702471523208,0.0354513632357,0.0404160419102,5.70861621393,0.119192814345,182,0.69,-0.92
000199,-0.033974057519,1.59101226169,-0.0563945067485,89.9186498782,1.34781782489,233,4.16,-7.67
000209,-0.18094425223,1.92137395564,-0.20179086492,92.4392349835,1.60533725991,213,4.89,-8.48
000214,0.101065738434,0.133116300179,0.0716999018401,11.5446756195,0.314718975367,189,1.45,-1.13
